date,time,tick_price,volume,open_interest
20240213,15:23:39,2.25,1,7550
20240213,15:23:39,2.45,5500,7550
20240213,15:23:46,2.45,1050,7550
20240213,15:24:39,2.4,950,7550
20240213,15:25:01,2.35,50,7550
20240213,15:25:26,2.4,700,7550
20240213,15:25:40,2.5,150,7550
20240213,15:26:40,2.5,2450,7550
20240213,15:28:16,2.4,50,7550
20240213,15:28:28,2.45,500,7550
20240213,15:28:55,2.45,1000,11400
20240214,09:19:10,2.4,1,12400
20240214,09:19:10,2.4,150,12400
20240214,09:29:44,2.45,400,12500
20240214,09:29:54,2.45,50,12500
20240214,09:30:10,2.6,400,12500
20240214,09:31:52,2.6,200,13000
20240214,09:34:37,2.5,500,13000
20240214,09:34:42,2.4,100,13000
20240214,09:40:11,2.3,300,13400
20240214,09:40:48,2.95,200,13400
20240214,09:40:48,2.3,200,13400
20240214,09:43:54,2.35,100,13500
20240214,09:46:25,2.45,300,13400
20240214,09:49:24,2.05,100,13700
20240214,09:53:13,2.05,50,13700
20240214,10:13:49,1.75,500,13750
20240214,10:14:36,1.75,150,13750
20240214,10:14:42,2.1,150,13750
20240214,10:14:48,2.05,300,13750
20240214,10:19:18,2.3,200,13250
20240214,10:29:41,2.25,50,13250
20240214,10:35:31,2.35,50,13300
20240214,10:55:31,2.25,50,13350
20240214,11:12:43,2.25,450,13350
20240214,11:12:58,2.25,450,13350
20240214,11:13:32,2.3,100,13350
20240214,11:13:42,2.3,300,13350
20240214,11:14:17,2.3,50,13350
20240214,11:14:37,2.3,50,13350
20240214,11:17:09,2.3,50,13500
20240214,11:17:23,2.25,500,13500
20240214,11:17:45,2.25,250,13500
20240214,11:18:24,2.25,250,13500
20240214,11:20:39,2.25,100,13500
20240214,11:21:15,2.25,100,13500
20240214,11:31:27,2.25,800,13400
20240214,11:41:49,2.35,400,12600
20240214,11:41:53,2.55,50,12600
20240214,11:51:59,2.35,100,12700
20240214,11:52:04,2.3,50,12700
20240214,11:56:03,2.4,50,12700
20240214,11:57:37,2.2,50,12700
20240214,11:59:10,2.2,50,12700
20240214,12:02:44,2.25,50,12750
20240214,12:13:04,2.25,100,12750
20240214,12:13:20,2.3,100,12750
20240214,12:13:23,2.3,50,12750
20240214,12:14:00,2.15,50,12750
20240214,12:24:29,2.15,100,12750
20240214,12:26:21,2.1,50,12650
20240214,12:29:17,2.2,50,12700
20240214,12:31:05,2.3,50,12750
20240214,12:31:30,2.35,150,12750
20240214,12:32:24,2.35,1000,12750
20240214,12:32:30,2.35,800,12750
20240214,12:32:42,2.35,100,12750
20240214,12:32:48,2.35,100,12750
20240214,12:33:26,2.4,50,12750
20240214,12:35:09,2.35,900,14700
20240214,12:36:59,2.35,200,14700
20240214,12:37:15,2.4,50,15100
20240214,12:39:57,2.35,100,15100
20240214,12:43:25,2.4,100,15100
20240214,12:45:07,2.3,200,15100
20240214,13:03:09,2.4,250,15100
20240214,13:06:22,2.4,250,15100
20240214,13:06:40,2.4,150,15100
20240214,13:15:30,2.5,50,15100
20240214,13:18:06,2.5,100,15150
20240214,13:19:14,2.55,50,15250
20240214,13:20:10,2.35,50,15250
20240214,13:35:45,2.3,50,15250
20240214,13:35:51,2.3,50,15250
20240214,13:37:00,2.3,50,15250
